howfundId,tejId,FRId,FCId,FDId
howF1961,HSZ74,,TEESD,HSZ76
howF1962,HSZ75,,TGEEI,HSZ40
howF1963,HSZ76,,TGEED,HSZ65
howF1964,HSZ77,,TAEEI,HSZ41
howF1965,HSZ78,,TAEED,HSZ66
howF1966,HSZ79,,TGIIC,HSZ39
howF1967,HSZ80,,TGIBI,HSZ64
howF1968,HSZ81,,TGEMC,HSZ54
howF1969,HSZ82,,TGEMI,HSZ58
howF1970,HSZ83,,TGKEC,HSZ42
howF1971,HSZ84,,TGKED,HSZ67
howF1972,HSZ85,,THBEU,HSZ77
howF1973,HSZ86,,TGBEU,HSZ78
howF1974,HSZ87,,TEESB,HSZ83
howF1975,HSZ88,,TGEEB,HSZ81
howF1976,HSZ89,,TAEAC,HSZ79
howF1977,HSZ90,,TGYUS,HSZ88
howF1978,HSZ91,,TGYAC,HSZ85
howF1979,HSZ92,,TGYAU,HSZ86
howF1980,HSZ93,,TGYEU,HSZ87
howF1981,HSZ94,,TGYIC,HSZ89
howF1982,HSZ95,,TGYID,HSZ90
howF1983,HSZ96,,TAPHM,HSZ91
howF1984,HSZ97,,TASIO,HBH03
howF1985,HSZ98,,TAJSC,HSZ93
howF1986,HSZ99,,TAJSD,HSZ94
howF1987,HSZA0,,TASIM,HSZ92
howF1988,HSZA1,,TEESH,HSZ95
howF1989,HSZA2,,TGEEH,HSZ96
howF1990,INZ01,33018,NNEEXEUR,ANZ34
howF1991,INZ02,33047,NNJEXJPY,ANZ35
howF1992,INZ05,33016,NNEEEXEUR,ANZ38
howF1993,INZ06,33015,NNBIXUSD,ANZ39
howF1994,INZ09,33021,NNEHDXEUR,ANZ42
howF1995,INZ10,,NNGHYXEURH,ANZ43
howF1996,INZ11,33039,NNGHDXEUR,ANZ44
howF1997,INZ12,33028,NNEXUSD,ANZ70
howF1998,INZ13,,NNEPUSD,
howF1999,INZ16,33027,NNEXEUR,ANZ74
howF2000,INZ17,33034,NNGCEXUSD,ANZ57
howF2001,INZ18,,NNGCEPUSD,
howF2002,INZ21,33050,NNLAEXUSD,ANZ66
howF2003,INZ22,,NNLAEPUSD,
howF2004,INZ25,33052,NNMXUSD,ANZ61
howF2005,INZ29,33051,NNMXEUR,ANZ65
howF2006,INZ30,33007,NNAHDXUSD,ANZ53
howF2007,INZ31,,NNAHDPUSD,
howF2008,INZ34,,NNGHYPEURH,
howF2009,INZ37,,NNJEPJPY,
howF2010,INZ46,,NNBIPUSD,
howF2011,INZ49,33014,NNBIXEUR,ANZ76
howF2012,INZ51,,NNEHDPEUR,
howF2013,INZ53,,NNEEPEUR,
howF2014,INZ55,,NNEEEPEUR,
howF2015,INZ60,,NNGHDPEUR,
howF2016,INZ61,33040,NNGHDXUSD,ANZ75
howF2017,INZ62,33048,NNJEXUSD,ANZ81
howF2018,INZ68,,NNGHYXDEURH,ANZ79
howF2019,INZ69,33054,NNUSCXUSD,ANZ84
howF2020,INZ70,,NNUSCPUSD,
howF2021,INZ72,,NNGEOXUSD,ANZ88
howF2022,INZ73,33035,NNGEOXEUR,ANZ87
howF2023,INZ74,,NNGEOPEUR,
howF2024,INZ76,33059,NNUSHDXUSD,ANZ85
howF2025,INZ77,33058,NNUSHDXEURH,ANZ86
howF2026,INZ78,,NNUSHDPUSD,
howF2027,INZ82,33030,NNFBXUSD,ANZ82
howF2028,INZ83,33029,NNFBXEUR,ANZ83
howF2029,INZ84,,NNFBPUSD,
howF2030,INZ88,33013,NNUSCXDUSD,ANZ91
howF2031,INZ89,,NNGHYXUSD,ANZ90
howF2032,INZ93,,NNGHYXDUSD,ANZ89
howF2033,INZ94,,NNADHXUSD,ANZ94
howF2034,INZ95,,NNADHPUSD,
howF2035,INZ97,,NNADHXDUSD,ANZ95
howF2036,INZ98,33012,NNITXUSD,ANZ92
howF2037,INZ99,33046,NNITXEUR,ANZ93
howF2038,INZA0,,NNITPUSD,
howF2039,INZA5,33017,NNEEEXUSD,ANZ96
howF2040,INZA6,33009,NNEMDHXUSD,ANZA0
howF2041,INZA7,33026,NNEMDHXEURH,ANZA1
howF2042,INZA8,,NNEMDHPUSD,
howF2043,INZB2,33023,NNEMDHXDUSD,ANZA2
howF2044,INZB3,,NNEMDHXDYUSD,ANZA3
howF2045,INZB4,,NNUSCYUSD,ANZB2
howF2046,INZB5,,NNUSCYDUSD,ANZB3
howF2047,INZB6,,NNADHYUSD,ANZB0
howF2048,INZB7,,NNADHYDUSD,ANZB1
howF2049,INZB8,,NNEMDHYUSD,ANZB4
howF2050,INZB9,,NNEMDHYEURH,ANZB5
howF2051,INZC0,,NNEMDHYDUSD,ANZB6
howF2052,INZC2,,NNGHYYUSD,ANZC1
howF2053,INZC3,,NNGHYYEURH,ANZC0
howF2054,INZC4,,NNGHYYDUSD,ANZB8
howF2055,INZC5,,NNGHYYDEURH,ANZB9
howF2056,INZC6,,NNGCEYUSD,ANZA6
howF2057,INZC7,,NNLAEYUSD,ANZA7
howF2058,INZC8,,NNMYUSD,ANZA8
howF2059,INZD0,,NNEYUSD,ANZA4
howF2060,INZD2,33053,NNUSCXDAUDH,ANZC8
howF2061,INZD3,,NNADHXDAUDH,
howF2062,INZD5,33022,NNEMDHXDAUDH,ANZC6
howF2063,INZD7,,NNGHYXDAUDH,ANZC9
howF2064,INZD8,,NNEMDHYDAUD,ANZD0
howF2065,INZD9,,NNGHYYDAUDH,ANZD1
howF2066,INZE0,,NNUSHDYUSD,ANZD2
howF2067,INZE1,,NNFBYUSD,ANZD3
howF2068,INZE2,33056,NNUSHDXDUSD,ANZD12
howF2069,INZE3,33057,NNUSHDXDZARH,ANZD14
howF2070,INZE4,33055,NNUSHDXDAUDH,ANZD13
howF2071,INZE5,33006,NNAHDXDUSD,ANZD10
howF2072,INZE6,33005,NNAHDXDAUDH,ANZD11
howF2073,INZE7,33020,NNEHDXDEUR,ANZD7
howF2074,INZE8,33019,NNEHDXDAUDH,ANZD6
howF2075,INZE9,33038,NNGHDXDUSD,ANZD8
howF2076,INZF0,33037,NNGHDXDAUDH,ANZD9
howF2077,INZF1,,NNUSHDYDZARH,ANZG8
howF2078,INZF2,,NNUSHDYDAUDH,ANZG7
howF2079,INZF3,,NNUSHDYDUSD,ANZG6
howF2080,INZF4,,NNEHDYDUSDH,ANZG1
howF2081,INZF5,,NNEHDYDEUR,ANZG3
howF2082,INZF6,,NNEHDYDAUDH,ANZG2
howF2083,INZF7,33008,NNEHDXDUSDH,ANZG0
howF2084,INZF8,,NNGHDYDUSD,ANZG4
howF2085,INZF9,,NNGHDYDAUDH,ANZG5
howF2086,INZG0,,NNEMDHYDZAR,ANZH2
howF2087,INZG1,33025,NNEMDHXDZARH,ANZH1
howF2088,INZG2,,NNGHYXDUSDH,ANZH5
howF2089,INZG3,,NNGHYYDUSDH,ANZH6
howF2090,INZG4,,NNUSCYDAUDH,ANZI0
howF2091,INZG5,,NNADHXDZAR,ANZH7
howF2092,INZG6,,NNADHYDZARH,ANZH8
howF2093,INZG7,,NNADHYDUSDH,ANZH9
howF2094,INZG8,33049,NNJEXUSDH,
howF2095,INZG9,,NNJEYUSDH,ANZI3
howF2096,INZH0,,NNFCMAXUSD,
howF2097,INZH1,,NNFCMAXDUSD,
howF2098,INZH2,,NNFCMAXDZARH,
howF2099,INZH3,33010,NNFCMAXUSDH,ANZI8
howF2100,INZH4,33032,NNFCMAXDUSDH,ANZI7
howF2101,INZH5,33031,NNFCMAXDAUDH,ANZI6
howF2102,INZH6,33033,NNFCMAXEUR,ANZI5
howF2103,INZH7,,NNFCMAYDUSD,
howF2104,INZH8,,NNFCMAYDZARH,
howF2105,INZH9,,NNFCMAYDUSDH,ANZJ0
howF2106,INZM0,,NNFCMAYDAUDH,ANZI9
howF2107,INZM1,,NNAHDYDUSD,ANZJ1
howF2108,INZM2,,,ANZJ9
howF2109,INZM3,,,ANZK0
howF2110,ISZ02,8069,2120AA,ISZ02
howF2111,ISZ04,8064,2111AA,ISZ04
howF2112,ISZ08,8020,2030AA,ISZ08
howF2113,ISZ12,8072,2123AA,ISZ12
howF2114,ISZ14,8075,2126AA,ISZ14
howF2115,ISZ28,,2120CC,CTZC3
howF2116,ISZ30,8079,2138AA,CTZ48
howF2117,ISZ31,,2060AA,CTZ49
howF2118,ISZ32,8089,2057AA,CTZ50
howF2119,ISZ33,,2042AA,CTZ51
howF2120,ISZ36,,2030CC,CTZD5
howF2121,ISZ38,,2042CC,CTZF0
howF2122,ISZ42,,2057CC,CTZF2
howF2123,ISZ43,,2060BB,CTZE2
howF2124,ISZ44,,2060CC,CTZE3
howF2125,ISZ47,,2111BB,CTZ74
howF2126,ISZ48,,2111CC,CTZE1
howF2127,ISZ49,,2120BB,CTZC0
howF2128,ISZ51,,2123BB,CTZC6
howF2129,ISZ52,,2123CC,CTZC7
howF2130,ISZ53,,2126BB,CTZD1
howF2131,ISZ54,,2126CC,CTZD2
howF2132,ISZ55,,2138BB,CTZD6
howF2133,ISZ56,,2138CC,CTZD7
howF2134,ISZ58,8031,1013A6,CTZ54
howF2135,ISZ59,,1013C6,CTZ55
howF2136,ISZ60,8045,1064A6,CTZ52
howF2137,ISZ61,,1064C6,CTZ53
howF2138,ISZ66,8006,2096AQ,CTZ59
howF2139,ISZ67,8037,1025AY,CTZ60
howF2140,ISZ68,,1025CC,CTZ61
howF2141,ISZ69,8041,2039AA,CTZ63
howF2142,ISZ70,,2039CC,CTZD3
howF2143,ISZ71,8087,2048AA,CTZ64
howF2144,ISZ72,,2048CC,CTZF4
howF2145,ISZ73,8005,2087AY,CTZ65
howF2146,ISZ74,,2087CY,CTZF8
howF2147,ISZ75,8061,2099AY,CTZ62
howF2148,ISZ76,,2099CY,CTZC8
howF2149,ISZ77,8051,2036AA,CTZ66
howF2150,ISZ78,8084,2036AF,CTZ67
howF2151,ISZ79,,2036CC,CTZ68
howF2152,ISZ80,8050,2036A6,CTZ82
howF2153,ISZ81,,2036C6,CTZE8
howF2154,ISZ82,,2060A6,CTZ81
howF2155,ISZ83,,2060C6,CTZE4
howF2156,ISZ84,8078,2138A6,CTZ83
howF2157,ISZ85,,2138C6,CTZD8
howF2158,ISZ86,8048,2006AA,CTH05
howF2159,ISZ87,,2006CC,CTH20
howF2160,ISZ88,8049,2006AS,CTH06
howF2161,ISZ89,8019,2015AA,CTH07
howF2162,ISZ90,,2015BB,CTZC9
howF2163,ISZ91,,2015CC,CTH14
howF2164,ISZ92,8016,1016AY,CTH08
howF2165,ISZ93,,1016BY,CTZE6
howF2166,ISZ94,,1016CY,CTH09
howF2167,ISZ95,8003,2072AA,CTH01
howF2168,ISZ96,,2072BB,CTZC1
howF2169,ISZ97,,2072CC,CTH03
howF2170,ISZ98,8024,1052AY,CTH02
howF2171,ISZ99,8023,1052A6,CTH18
howF2172,ISZA0,,1052BY,CTZC2
howF2173,ISZA1,,1052CY,CTH04
howF2174,ISZA2,,1052C6,CTH19
howF2175,ISZA3,,1064CC,CTZ84
howF2176,ISZA4,8032,1025A6,CTZ85
howF2177,ISZA5,,1025C6,CTZ86
howF2178,ISZA6,8082,2000AQ,CTH62
howF2179,ISZA7,8018,2000AA,CTH63
howF2180,ISZA8,,2000CC,CTH64
howF2181,ISZA9,8009,2075AA,CTZ88
howF2182,ISZB0,,2075BB,CTZE9
howF2183,ISZB1,,2075CC,CTZ87
howF2184,ISZB2,8047,2003AS,CTZ90
howF2185,ISZB3,8046,2003AA,CTZ89
howF2186,ISZB4,,2003CC,CTZ91
howF2187,ISZB5,8038,1028AY,CTZ92
howF2188,ISZB6,,1028BY,
howF2189,ISZB7,,1028CY,CTZ94
howF2190,ISZB8,,2105CC,CTZB3
howF2191,ISZB9,8080,2141AA,CTZB4
howF2192,ISZC0,,2141CC,CTZB5
howF2193,ISZC1,8010,2081AA,CTZB0
howF2194,ISZC2,,2081CC,CTZB1
howF2195,ISZC3,8063,2105AA,CTZB2
howF2196,ISZC4,8013,1001AY,CTZA1
howF2197,ISZC5,,1001CY,CTZA2
howF2198,ISZC6,8055,1040AY,CTZA3
howF2199,ISZC7,,1040CY,CTZA4
howF2200,ISZC8,8030,2033AM,CTZA6
howF2201,ISZC9,8021,2033AA,CTZA5
howF2202,ISZD0,,2033CC,CTZA7
howF2203,ISZD1,8058,1064AH,CTZA9
howF2204,ISZD2,8035,1013AH,CTZA8
howF2205,ISZD3,8070,2120AD,CTZB8
howF2206,ISZD4,,2120CD,CTZB9
howF2207,ISZD5,,2102AA,CTZB6
howF2208,ISZD6,,2102CC,CTZB7
howF2209,ISZD7,8027,1022AQ,CTZ01
howF2210,ISZD8,8015,1007AY,CTZ08
howF2211,ISZD9,8014,1004AY,CTZ13
howF2212,ISZE0,,1067AY,CTZ14
howF2213,ISZE1,,1031AY,CTZ19
howF2214,ISZE2,8059,1064AS,CTZ20
howF2215,ISZE4,8026,1019AY,CTZ30
howF2216,ISZE5,8053,1037AY,CTZ34
howF2217,ISZE6,8054,1064AF,CTZ37
howF2218,ISZE8,,1064BS,CTZ76
howF2219,ISZF0,,1022CQ,CTZE0
howF2220,ISZF1,8036,1013AS,CTZ42
howF2221,ISZF2,8034,1013AF,CTZ41
howF2222,ISZF3,8022,1049AY,CTZ43
howF2223,ISZF4,8056,1043AY,CTZ44
howF2224,ISZF5,8044,1061AY,CTZ45
howF2225,ISZF6,,1004BY,
howF2226,ISZF7,,1004CY,CTZD0
howF2227,ISZF8,,1007BY,CTZ70
howF2228,ISZF9,,1007CY,CTZC5
howF2229,ISZG1,,1013BS,CTZE7
howF2230,ISZG2,,1013CS,CTH26
howF2231,ISZG3,,1019BY,CTZ80
howF2232,ISZG4,,1019CY,CTZF3
howF2233,ISZG5,,1031BY,CTZ75
howF2234,ISZG6,,1031CY,CTZE5
howF2235,ISZG7,,1037BY,CTZ79
howF2236,ISZG8,,1037CY,CTZF9
howF2237,ISZG9,,1049CY,CTZC4
howF2238,ISZH0,,1061CY,CTZD9
howF2239,ISZH1,,1064CS,CTH51
howF2240,ISZH2,,1067BY,CTZ72
howF2241,ISZH3,,1067CY,CTZD4
howF2242,ISZH4,,1043CY,CTZF5
howF2243,ISZH5,8077,2126AY,CTZ56
howF2244,ISZH6,,2126CY,CTZ57
howF2245,ISZH7,8017,1049A7,CTZG3
howF2246,ISZH8,8040,1049A6,CTZG2
howF2247,ISZH9,8057,1049A3,CTZG1
howF2248,ISZI0,,1049C7,CTZG6
howF2249,ISZI1,,1049C6,CTZG5
howF2250,ISZI2,,1049C3,CTZG4
howF2251,ISZI3,8081,2000AM,CTZG0
howF2252,ISZI4,,1040CC,CTZG8
howF2253,ISZI5,,2096CQ,CTZG7
howF2254,ISZI7,8083,2000AX,CTZH1
howF2255,ISZI8,8076,2126AD,CTZH2
howF2256,ISZI9,8007,2072DG,CTZH5
howF2257,ISZJ0,,2072FG,CTZH6
howF2258,ISZJ1,8033,1052DG,CTZH3
howF2259,ISZJ2,,1052FG,
howF2260,ISZJ3,8073,2123AD,CTH22
howF2261,ISZJ4,8068,2120A7,CTZH8
howF2262,ISZJ5,8074,2126A7,CTZH9
howF2263,ISZJ6,8029,2000DK,CTZI0
howF2264,ISZJ7,8060,1064DK,CTZI3
howF2265,ISZJ8,8052,1013DK,CTZI2
howF2266,ISZJ9,8085,2036DK,CTZI1
howF2267,ISZK0,8066,2114AA,CTZI4
howF2268,ISZK1,8065,2114A6,CTZI6
howF2269,ISZK2,8067,2114AF,CTZI5
howF2270,ISZK3,,2114C6,CTZI8
howF2271,ISZK4,,2114CC,CTZI7
howF2272,ISZK5,,2123C7,CTZJ0
howF2273,ISZK6,8025,1019A7,CTZJ1
howF2274,ISZK7,,1019C7,CTZJ2
howF2275,ISZK8,8071,2123A7,CTZI9
howF2276,ISZK9,8012,2081AX,CTZJ3
howF2277,ISZL0,8086,2048A7,CTZJ4
howF2278,ISZL1,,2126CA,CTZJ6
howF2279,ISZL2,,2048CA,CTZJ5
howF2280,ISZL3,8088,2048AD,CTZJ7
howF2281,ISZL4,8011,2081AB,CTZJ8
howF2282,ISZL5,8004,2087AC,CTZJ9
howF2283,ISZL6,,,CTZK0
howF2284,ISZL7,,,CTZK1
howF2285,ISZL8,,,CTZK2
howF2286,ISZL9,,,CTZK3
howF2287,JAZ01,44030,JANTWA1,JAZ01
howF2288,JAZ02,44007,JANACA1,JAZ02
howF2289,JAZ03,44008,JANBAA1,JAZ03
howF2290,JAZ04,44012,JANFIA2,JAZ04
howF2291,JAZ05,44027,JANHYA2,JAZ05
howF2292,JAZ06,44018,JANSTA2,JAZ06
howF2293,JAZ08,,JANTWB1,JAZ08
howF2294,JAZ09,,JANACB1,JAZ09
howF2295,JAZ10,,JANBAB1,
howF2296,JAZ11,,JANFIB2,JAZ11
howF2297,JAZ12,,JANHYB2,JAZ12
howF2298,JAZ13,,JANSTB2,JAZ13
howF2299,JAZ15,44001,JAACA1E,JAZ15
howF2300,JAZ17,44033,JATWA1E,JAZ17
howF2301,JAZ19,44035,JAHYA2E,JAZ19
howF2302,JAZ21,44032,JASTA2E,JAZ21
howF2303,JAZ23,44002,JABAA1E,JAZ23
howF2304,JAZ25,44004,JAFIA2E,JAZ25
howF2305,JAZ27,44011,JANFIA1,JAZ27
howF2306,JAZ28,,JANFIB1,JAZ28
howF2307,JAZ29,44017,JANSTA1,JAZ29
howF2308,JAZ30,,JANSTB1,JAZ30
howF2309,JAZ31,44026,JANHYA1,JAZ31
howF2310,JAZ32,,JANHYB1,JAZ32
howF2311,JAZ33,44031,JANVTA1,JAZ33
howF2312,JAZ34,,JANVTB1,JAZ34
howF2313,JAZ35,44034,JAVTA1E,JAZ35
howF2314,JAZ37,44038,JANGLA1,JAZ37
howF2315,JAZ38,,JANGLB1,JAZ38
howF2316,JAZ39,44005,JAGLA1E,JAZ39
howF2317,JAZ45,,JAFIB1E,JAZ45
howF2318,JAZ46,,JAHYB1E,JAZ46
howF2319,JAZ47,44029,JANSVAI,JAZ47
howF2320,JAZ48,44039,JANSVAA,JAZ48
howF2321,JAZ49,,JANSVBI,JAZ49
howF2322,JAZ55,44025,JANGTA1,JAZ58
howF2323,JAZ56,44006,JAGTA1E,JAZ59
howF2324,JAZ57,,JANGTB1,JAZ60
howF2325,JAZ59,44015,JANRMAD,JAZ55
howF2326,JAZ60,44016,JANRMAE,JAZ56
howF2327,JAZ61,,JANRMBD,JAZ57
howF2328,JAZ62,44009,JANCRA1,JAZ67
howF2329,JAZ63,44010,JANCRA2,JAZ68
howF2330,JAZ64,,JANCRB1,JAZ69
howF2331,JAZ66,44036,JANRA2E,JAZ64
howF2332,JAZ67,44013,JANREA1,JAZ62
howF2333,JAZ68,44014,JANREA2,JAZ63
howF2334,JAZ69,,JANREB1,JAZ65
howF2335,JAZ70,,JANREB2,JAZ66
howF2336,JAZ71,44023,JANGRAD,JAZ71
howF2337,JAZ72,44024,JANGRAE,JAZ72
howF2338,JAZ75,,JANGRID,JAZ75
howF2339,JAZ76,,JANGRIE,JAZ76
howF2340,JAZ79,,JANRMID,JAZ94
howF2341,JAZ80,,JANRMIE,JAZ93
howF2342,JAZ81,,JANTWII,JAZA0
howF2343,JAZ82,,JATWIIE,JAZ99
howF2344,JAZ83,,JANBAII,JAZ80
howF2345,JAZ84,,JAUSBEU,JAZ79
howF2346,JAZ85,,JANACII,JAZ88
howF2347,JAZ86,,JAACEUR,JAZ87
howF2348,JAZ87,,JANCRI1,JAZA4
howF2349,JAZ88,,JARAEUR,JAZA3
howF2350,JAZ89,,JANHYII,JAZ92
howF2351,JAZ90,,JAHYIIE,JAZ91
howF2352,JAZ91,,JANVTII,JAZA2
howF2353,JAZ92,,JAUSEUR,JAZA1
howF2354,JAZ93,,JANSTII,JAZ96
howF2355,JAZ94,,JASTBAC,JAZ95
howF2356,JAZ95,,JANSVII,JAZ98
howF2357,JAZ96,,JANIRAC,JAZ97
howF2358,JAZ97,,JANFIII,JAZ90
howF2359,JAZ98,,JAFIIIE,JAZ89
howF2360,JAZ99,,JANGLII,JAZ84
howF2361,JAZA0,,JANIEUR,JAZ83
howF2362,JAZA1,,JANREI1,JAZA6
howF2363,JAZA2,,JANREUR,JAZA5
howF2364,JAZA3,,JANGTII,JAZ86
howF2365,JAZA4,,JAGTEUR,JAZ85
howF2366,JAZA7,44028,JANHYAA,JAZA7
howF2367,JAZA9,,JHYDVUI,JAZB1
howF2368,JAZB0,,JHYDVAI,JAZB0
howF2369,JAZB1,,JANFIVU,JAZA9
howF2370,JAZB2,44003,JAFAAUI,JAZB2
howF2371,JAZB3,,JAFVAUI,JAZB3
howF2372,JAZB4,44022,JBALAUI,JAZB7
howF2373,JAZB5,44037,JBACADI,JAZB4
howF2374,JAZB6,44021,JBALAEI,JAZB6
howF2375,JAZB7,44020,JBALAAI,JAZB5
howF2376,JAZB8,,JBVUSDI,ANZF2
howF2377,JAZB9,44019,JBALAAA,ANZF1
howF2378,JAZC0,,JANHYIU,JAZB9
howF2379,JAZC1,,JANFIAU,JAZB8
howF2380,JAZC2,,JBVAUDI,JAZC6
howF2381,JAZC3,,JAUSTVU,JAZC4
howF2382,JAZC4,,JAUSTVE,JAZC5
howF2383,JAZC5,,JGLSVUA,JAZC0
howF2384,JAZC6,,JGLSVEA,JAZC1
howF2385,JAZC7,,JAGTVUA,JAZC2
howF2386,JAZC8,,JAGTVEA,JAZC3
howF2387,JAZC9,,JABICAH,JAZC7
howF2388,JFZ01,5007,JFASEA,JFZ01
howF2389,JFZ02,,JFAT,JFZ02
howF2390,JFZ04,5014,JFPST,JFZ04
howF2391,JFZ06,5004,JFTHAI,JFZ06
howF2392,JFZ07,5003,JFMT,JFZ07
howF2393,JFZ08,5016,JFPT,JFZ08
howF2394,JFZ10,,JFESCT,JFZ10
howF2395,JFZ11,5013,JFKOR,JFZ11
howF2396,JFZ14,6001,JFIPT,JFZ14
howF2397,JFZ17,5005,JFJT,JFZ17
howF2398,JFZ18,,JFJSCT,JFZ18
howF2399,JFZ24,7003,JFEURF,JFZ24
howF2400,JFZ57,,JFPATT,JFZ57
howF2401,JFZ73,7057,JFGNR,JFZ74
howF2402,JFZ75,7006,MIDEE,JFZ73
howF2403,JFZ76,7088,USABF,JFZ75
howF2404,JFZ77,7028,USSG,JFZ72
howF2405,JFZ78,,JFGPIF,JFZ76
howF2406,JFZ79,7025,EUREAE,JFZ77
howF2407,JFZ83,7071,EFOAE,JFZ81
howF2408,JFZ84,7021,EMAAU,JFZ80
howF2409,JFZ85,7043,EMDF,JFZ83
howF2410,JFZ88,7014,GHYAAE,JFZ85
howF2411,JFZ91,7022,EMDAME,JFZ87
howF2412,JFZ92,7015,GHYAAU,JFZ88
howF2413,JFZ93,7027,GHYAMU,JFZ89
howF2414,JFZ95,5009,ADOPA,JFH17
howF2415,JFZ96,7075,EMEF,JFH07
howF2416,JFZ97,7055,JFCF,JFH02
howF2417,JFZ98,7056,JFGCF,JFH01
howF2418,JFZ99,7058,JFPABF,JFH10
howF2419,JFZA0,7020,BAPAAU,JFH46
howF2420,JFZA1,7008,RUSSAU,JFH44
howF2421,JFZA2,7076,EMLCAU,JFH47
howF2422,JFZA4,7023,EMLCMU,JFZ91
howF2423,JFZA5,7061,GNRAAU,JFH30
howF2424,JFZA6,7042,EMDAMU,JFZ92
howF2425,JFZA7,7085,UABAMU,JFZ93
howF2426,JFZA8,7073,EMDAAU,JFZ94
howF2427,JFZA9,5015,JFET,JFH03
howF2428,JFZAA,7047,EMSCAU,JFZ95
howF2429,JFZAB,7054,GCBAAU,JFZ96
howF2430,JFZAC,7010,GCBAMU,JFZ97
howF2431,JFZAD,7034,EAEAAU,JFZ98
howF2432,JFZAE,7009,UABAAU,JFZ99
howF2433,JFZAF,7065,AEFAAU,JFZA1
howF2434,JFZAG,7001,GSDAAU,JFZA0
howF2435,JFZAH,7016,GLIAVE,JFZA2
howF2436,JFZAI,7017,GLIAVU,JFZA3
howF2437,JFZAJ,7068,APIAMU,JFZA4
howF2438,JFZAK,7012,GLIAMU,JFZA5
howF2439,JFZAL,7098,GLIAAU,JFZA6
howF2440,JFZAM,7026,GCBDAU,JFZA8
howF2441,JFZAO,7060,GHYAIA,
howF2442,JFZAP,7099,GLIAIA,JFZB0
howF2443,JFZAQ,7037,EMCADE,JFZB1
howF2444,JFZAR,7072,EMCAMU,JFZB3
howF2445,JFZAS,7036,EMCAAU,JFZB2
howF2446,JFZAT,7038,EMCAIA,JFZB4
howF2447,JFZAU,7077,EMLCIA,JFZB5
howF2448,JFZAV,5011,ASEHAA,JFZB7
howF2449,JFZAW,7066,AMFAAA,JFZB6
howF2450,JFZAX,7067,APIAIA,JFZB8
howF2451,JFZAZ,7048,ESCAAU,JFZB9
howF2452,JFZBA,7040,AMFHAA,JFZC0
howF2453,JFZBB,7051,EUDAAU,JFZC1
howF2454,JFZBD,7002,JAEAAU,JFZC4
howF2455,JFZBE,7045,JAEAAJ,JFZC3
howF2456,JFZBF,7083,EUDHAU,JFZC5
howF2457,JFZBG,7050,EUDAAA,JFZC6
howF2458,JFZBH,7041,APEBAU,JFZD0
howF2459,JFZBI,7046,EMOAAU,JFZD1
howF2460,JFZBJ,7011,GHCAAU,JFZD2
howF2461,JFZBL,,INDAAU,JFZD8
howF2462,JFZBM,7080,ESDAAE,JFZD6
howF2463,JFZBN,7095,GDDAAU,JFZD7
howF2464,JFZBO,7049,ESDAMU,JFZD9
howF2465,JFZBP,7024,ESDAAU,JFZE0
howF2466,JFZBQ,7096,GDDAMU,JFZE1
howF2467,JFZBR,7062,GSBAAU,JFZE2
howF2468,JFZBS,7091,GSBAMU,JFZE3
howF2469,JFZBT,,GSBPMU,JFZE5
howF2470,JFZBU,,GSBPAU,JFZE4
howF2471,JFZBV,7079,ESCHAU,JFZE6
howF2472,JFZBW,,GLICAE,
howF2473,JFZBX,,GLIIAE,
howF2474,JFZBY,,ESDCAU,
howF2475,JFZBZ,,ESDCAE,
howF2476,JFZCA,,ESDIAE,
howF2477,JFZCB,,JAECAU,
howF2478,JFZCC,,JAEHAU,
howF2479,JFZCD,,APIIAU,
howF2480,JFZCE,,APSCAU,
howF2481,JFZCF,,APSIAU,
howF2482,JFZCG,,LAECAU,
howF2483,JFZCI,,USCCAU,
howF2484,JFZCJ,,USGCAU,
howF2485,JFZCK,,USGIAU,
howF2486,JFZCL,,AMFCAU,
howF2487,JFZCM,,USVCAU,
howF2488,JFZCN,,USVIAU,
howF2489,JFZCO,,EMLCCU,
howF2490,JFZCP,,EMCCAU,
howF2491,JFZCQ,,EMCIMU,
howF2492,JFZCR,,EMCIAU,
howF2493,JFZCS,,EMDCMU,
howF2494,JFZCT,,EMDIAU,
howF2495,JFZCU,,ESCCAU,
howF2496,JFZCV,,ESCIAU,
howF2497,JFZCW,,EUDIAU,
howF2498,JFZCX,,EUDCAE,
howF2499,JFZCY,,EUDIAE,
howF2500,JFZCZ,,GSBIMU,
howF2501,JFZEA,,EMOCAU,
howF2502,JFZEB,,EMOIAU,
howF2503,JFZEC,,GHCCAU,
howF2504,JFZED,,GHCIAU,
howF2505,JFZEE,7053,GCAHAU,JFZE8
howF2506,JFZEF,7052,GCAAAE,JFZE7
howF2507,JFZFH,5006,JYHAU,JFZC7
howF2508,JFZFI,7097,GLIAAA,JFZC9
howF2509,JFZFJ,7013,GHYAAA,JFZC8
howF2510,JFZJK,7074,EMDAIA,JFZD5
howF2511,JFZJL,7070,EFAAU,JFZD4
howF2512,JFZJM,7004,LAEADU,JFZF2
howF2513,JFZJN,7090,USCADU,JFZF8
howF2514,JFZJO,7030,USTADU,JFZF3
howF2515,JFZJP,7039,AMFADU,JFZF0
howF2516,JFZJQ,7032,USVADU,JFZF4
howF2517,JFZJR,7035,EAEADE,JFZF5
howF2518,JFZJS,7082,EUDADE,JFZF6
