基金碼,年月日,幣別,淨值(元),市價(元),溢(折)價(元),溢(折)價率%,淨值變動率%-日,淨值變動率%-週,近一個月變動率%,近三個月變動率%,近半年變動率%,近九個月變動率%,近一年變動率%,近二年變動率%,近三年變動率%,近四年變動率%,近五年變動率%,近六年變動率%,今年以來變動率%,成立以來變動率%,與上半年底比變動率%,與上月底比變動率%,與上季底比變動率%,與上週底比變動率%,與前二年底比變動率%,與前三年底比變動率%,與前四年底比變動率%,與前五年底比變動率%,基金統編,TEJ分類碼,
T0453A 匯豐中國 A股聚 C,2016-08-31 00:00:00,RMB,2.6475,None,None,None,0.022668,0.539247,3.892791,10.335487,15.424859,-4.298005,2.803557,None,None,None,None,None,-8.308513,-73.525,7.595708,3.892791,7.595708,-0.09434,None,None,None,None,38482745B,1234,
T0453B 匯豐中國 A股聚 $,2016-08-31 00:00:00,USD,0.3957,None,None,None,0.101189,0.227964,2.966432,8.61927,12.928082,-8.211552,-1.000751,None,None,None,None,None,-9.986351,-10.068182,7.352143,2.966432,7.352143,-0.050518,None,None,None,None,38482745C,1234,
T0453Y 匯豐中國 A股匯聚,2016-08-31 00:00:00,NTD,12.5545,None,None,None,0.119622,0.090887,2.320331,5.61449,6.984295,-11.298812,-4.270813,27.456853,None,None,None,None,-13.631673,25.545,5.492022,2.320331,5.492022,0.121219,-3.944146,24.05633,None,None,38482745A,1234,
T0458A 匯豐中國多息平A,2016-08-31 00:00:00,NTD,10.4735,None,None,None,0.13002,-0.311245,-0.125874,0.472938,0.792016,-4.938462,-0.011456,None,None,None,None,None,-4.816649,4.735,1.014631,-0.125874,1.014631,0.302627,None,None,None,None,38647535A,2330,
T0458B 匯豐中國多息平B,2016-08-31 00:00:00,NTD,10.0375,None,None,None,0.129682,-0.310861,-0.129866,0.470476,0.789372,-4.948376,-0.025374,None,None,None,None,None,-4.827429,4.721781,1.011414,-0.129866,1.011414,0.302782,None,None,None,None,38647535B,2330,
T0458C 匯豐中國多息平AC,2016-08-31 00:00:00,RMB,11.1098,None,None,None,0.036017,0.137004,1.410276,4.964901,8.746892,2.564623,7.380488,None,None,None,None,None,1.051463,11.098,3.029741,1.410276,3.029741,0.090092,None,None,None,None,38647535C,2330,
T0458D 匯豐中國多息平BC,2016-08-31 00:00:00,RMB,10.6797,None,None,None,0.030909,0.165071,1.504435,5.213272,9.142978,2.922966,7.750816,None,None,None,None,None,1.356836,11.441358,3.148874,1.504435,3.148874,0.077778,None,None,None,None,38647535D,2330,
T0458E 匯豐中國多息平A$,2016-08-31 00:00:00,USD,10.39,None,None,None,0.111771,-0.166229,0.503971,3.335787,6.402589,-1.630342,3.404692,None,None,None,None,None,-0.796303,3.9,2.798005,0.503971,2.798005,0.132032,None,None,None,None,38647535E,2330,
T0458F 匯豐中國多息平B$,2016-08-31 00:00:00,USD,9.9895,None,None,None,0.11124,-0.158914,0.534093,3.466027,6.620192,-1.484305,3.556431,None,None,None,None,None,-0.63486,4.00458,2.883743,0.534093,2.883743,0.124285,None,None,None,None,38647535F,2330,
T0475A 匯豐中國科技精選,2016-08-31 00:00:00,NTD,9.76,None,None,None,-0.610998,-0.509684,2.30608,2.8451,10.158014,-7.136061,None,None,None,None,None,None,-9.124767,-2.4,3.062302,2.30608,3.062302,-0.204499,None,None,None,None,42325064A,1223,
T0475B 匯豐中國科技選 C,2016-08-31 00:00:00,RMB,10.69,None,None,None,-0.650558,-0.093458,3.887269,7.437186,18.777778,0.187441,None,None,None,None,None,None,-3.519856,6.9,5.113078,3.887269,5.113078,-0.465549,None,None,None,None,42325064B,1223,
T0475C 匯豐中國科技選 $,2016-08-31 00:00:00,USD,10.18,None,None,None,-0.585938,-0.391389,3.036437,5.821206,16.210046,-3.871577,None,None,None,None,None,None,-5.214153,1.8,4.948454,3.036437,4.948454,-0.391389,None,None,None,None,42325064C,1223,
T0502Y 元大多福基金,2016-08-31 00:00:00,NTD,52.92,51.96,-0.96,-1.814059,0.30326,1.32108,2.439024,3.339192,5.041683,5.020837,9.519868,1.847575,27.795219,50.298211,37.992177,29.578844,5.945946,429.2,3.399766,2.439024,3.399766,1.069519,4.937543,15.344379,44.906906,65.893426,1032058,1110,
T0503Y 元大多多基金,2016-08-31 00:00:00,NTD,16.95,None,None,None,0,1.133652,1.801802,4.115479,8.723541,8.375959,11.220472,1.862981,19.114547,30.585516,5.805243,-9.017713,10.856769,69.5,3.923973,1.801802,3.923973,0.177305,10.279766,14.449695,32.525412,24.724073,92001765,1110,
T0504Y 元卓越,2016-08-31 00:00:00,NTD,43.28,37.25,-6.03,-13.932532,-0.161476,1.192425,2.316785,7.447865,9.541888,11.863531,14.649007,8.064919,31.95122,33.869471,16.909778,19.591047,12.620349,332.8,6.391347,2.316785,6.391347,0.185185,10.127234,24.225029,33.621479,38.098279,92026219,1110,
T0506Y 元大店頭基金,2016-08-31 00:00:00,NTD,7.81,6.87,-0.94,-12.035851,0,1.428571,2.628121,5.826558,6.548431,10.310734,22.222222,2.359109,20.710974,32.823129,17.267267,0.64433,12.861272,-21.9,6.11413,2.628121,6.11413,0.514801,7.872934,13.848404,40.720737,41.742299,20080023,1140,
T0507Y 元大萬泰貨幣市場,2016-08-31 00:00:00,NTD,14.9977,None,None,None,0.000667,0.005334,0.023342,0.068057,0.150917,0.241954,0.360013,0.914425,1.480489,2.162081,2.934777,3.468092,0.208466,49.977,0.044693,0.023342,0.044693,0.004001,0.730063,1.279691,1.92393,2.681056,20081331,4100,
T0508Y 元大高科技基金,2016-08-31 00:00:00,NTD,13,12,-1,-7.692308,-0.076864,2.120974,3.503185,7.438017,5.94947,7.260726,12.74935,4.75423,19.705341,18.181818,1.801096,-8.256881,8.968986,30,6.907895,3.503185,6.907895,0.619195,7.794353,18.181807,19.375556,20.481909,81584335,1120,
T0509Y 元大經貿基金,2016-08-31 00:00:00,NTD,29.16,None,None,None,0.034305,1.886792,0.899654,1.744592,3.330971,4.628633,9.954751,-0.647359,26.507592,42.661448,25.31156,16.546763,5.997819,191.6,3.735326,0.899654,3.735326,0.621118,4.105684,15.485154,38.725028,52.430735,83863951,1110,
T0513Y 新主流,2016-08-31 00:00:00,NTD,20.39,19.36,-1.03,-5.051496,0.098184,1.341948,2.308078,4.190087,6.032241,7.428872,11.664841,2.103155,28.238994,33.880499,25.168815,17.657242,9.388412,103.9,4.617753,2.308078,4.617753,0.641658,10.216217,24.785816,29.872624,47.433139,17139204,1110,
T0516Y 元大巴菲特基金,2016-08-31 00:00:00,NTD,25.16,None,None,None,-0.277447,0.922583,2.568284,6.25,10.983679,16.158818,22.851563,13.589165,40.245262,62.113402,39.855475,33.758639,15.518825,151.6,5.404273,2.568284,5.404273,0.039761,19.524935,23.15221,55.885982,69.085996,18036281,11B0,
T0537Y 元大亞太成長基金,2016-08-31 00:00:00,NTD,8.87,None,None,None,-0.224972,-1.880531,-5.638298,-10.764588,-1.334816,-16.947566,-17.334576,-16.241737,-13.799806,-4.418103,-17.717996,-21.085409,-14.050388,-11.3,-0.448934,-5.638298,-0.448934,0,-17.025256,-20.377019,-8.932243,-7.120422,48708243,1222,
T0538Y 元大泛歐成長基金,2016-08-31 00:00:00,NTD,8.37,None,None,None,-0.119332,-1.413428,-1.645123,-6.375839,-3.236994,-12.993763,-12.993763,-9.317443,-4.452055,4.36409,0.480192,-12.264151,-10.957447,-16.3,1.454545,-1.645123,1.454545,-0.238379,-9.120524,-14.678897,-1.645118,9.842531,48753324,1221,
T0539A 元大全球滿意 A,2016-08-31 00:00:00,NTD,11.22,None,None,None,0,-0.089047,-1.145374,-2.604167,-3.608247,-1.578947,-0.707965,2.84143,5.05618,0.899281,3.601108,2.278943,-2.179599,12.2,-2.519548,-1.145374,-2.519548,0.268097,-0.970868,4.957911,2.278952,3.410145,48849362A,7200,
T0539B 元大全球滿意 B,2016-08-31 00:00:00,NTD,7.9,None,None,None,0,-0.126422,-1.126408,-2.578989,-3.61709,-1.625652,-0.664292,2.836864,5.03628,0.538926,3.834679,2.273413,-2.10089,13.752642,-2.459747,-1.126408,-2.459747,0.253807,-1.043219,4.938508,2.279226,3.606029,48849362B,7200,
T0542A 元大全球地產建 A,2016-08-31 00:00:00,NTD,7.58,None,None,None,0,-1.558442,-6.419753,-10.718492,-9.761905,-9.976247,-8.232446,-8.34341,3.69357,10.980966,19.747235,8.595989,-9.65435,-24.2,-4.050633,-6.419753,-4.050633,0.397351,-13.371425,-1.173396,7.213589,21.086277,48885346A,7100,
T0542B 元大全球地產建 B,2016-08-31 00:00:00,NTD,6.13,None,None,None,0,-1.446945,-6.46636,-10.724946,-9.749105,-9.845587,-8.131,-8.303936,3.762832,11.533942,21.849551,9.274573,-9.556768,-23.975777,-3.974132,-6.46636,-3.974132,0.491803,-13.309364,-1.135867,7.240782,23.300918,48885346B,7100,
T0546A 元大全球公用能 A,2016-08-31 00:00:00,NTD,7.47,None,None,None,-0.796813,-1.190476,-1.710526,0,2.188782,0.134048,1.356852,-5.681818,10.339734,12.162162,3.319502,-9.891435,-0.928382,-25.3,-1.190476,-1.710526,-1.190476,-0.928382,-11.071435,3.894292,16.536644,3.894289,48952816A,1211,
T0546B 元大全球公用能 B,2016-08-31 00:00:00,NTD,5.82,None,None,None,-0.851789,-1.188455,-1.606086,0.108317,2.194457,0.197927,1.309627,-5.613804,10.360443,11.414922,1.481844,-12.594685,-0.896673,-27.583036,-1.171872,-1.606086,-1.171872,-0.851789,-11.102906,3.968674,16.525607,2.055352,48952816B,1211,
T0553Y 元大全球農業商機,2016-08-31 00:00:00,NTD,16.15,None,None,None,0.372902,-0.431566,-1.644336,-0.492914,5.143229,2.800764,2.474619,-3.524492,6.60066,7.882432,3.459321,10.013624,4.12637,61.5,0.186104,-1.644336,0.186104,0.497822,-5.555546,-4.381282,5.83225,11.687422,10348058,1212,
T0556A 元大新中國 $,2016-08-31 00:00:00,USD,9.226,None,None,None,-0.064991,-0.485385,1.843471,2.295155,9.637552,None,None,None,None,None,None,None,-7.666133,-7.74,0.380807,1.843471,0.380807,0.228137,None,None,None,None,25520400B,1223,
T0556B 元大新中國 C,2016-08-31 00:00:00,RMB,9.57,None,None,None,-0.104384,-0.208551,2.792696,3.908795,12.06089,None,None,None,None,None,None,None,-5.992141,-4.3,0.736842,2.792696,0.736842,0.209424,None,None,None,None,25520400C,1223,
T0556Y 元大新中國基金,2016-08-31 00:00:00,NTD,9.45,None,None,None,-0.105708,-0.630915,1.17773,-0.526316,3.846154,-10.849057,-4.641776,25,19.017632,23.368146,-0.421496,-1.356994,-11.433927,-5.5,-1.356994,1.17773,-1.356994,0.318471,12.232784,15.525678,7.508536,16.379313,25520400A,1223,
T0557Y 元大印度基金,2016-08-31 00:00:00,NTD,10.76,None,None,None,1.032864,2.184236,2.378687,9.572301,23.394495,8.140704,6.009852,10.472279,61.561562,44.818304,24.537037,3.362152,6.534653,7.6,9.460834,2.378687,9.460834,2.57388,6.114393,35.687252,31.701336,49.444442,25622390,1222,
T0558Y 元大新興亞洲,2016-08-31 00:00:00,NTD,9.73,None,None,None,-0.102669,0.205973,2.098636,8.111111,15.01182,3.181336,4.849138,3.29087,17.79661,17.228916,-3.758655,-2.894212,4.736276,-2.7,5.875952,2.098636,5.875952,0.412797,0.516532,9.695612,7.871401,11.58258,25643156,1222,
T0560Y 元大華夏中小,2016-08-31 00:00:00,NTD,6.97,None,None,None,0,-0.143266,0.143678,3.106509,8.566978,-12.875,-6.191117,0,-1.830986,5.927052,-20.795455,None,-13.416149,-30.3,0.577201,0.143678,0.577201,0.432277,-6.568354,-4.389562,-10.526303,-2.924784,26206323,1223,
T0566Y 元大中國高收點心,2016-08-31 00:00:00,NTD,11.0997,None,None,None,0.009911,-0.380539,-0.734229,-1.295641,-0.985709,-1.940916,1.431966,1.058871,4.120859,10.141203,None,None,-0.622247,10.997,-0.381433,-0.734229,-0.381433,0.091979,0.054085,1.964014,7.794433,10.994788,26394367,3524,
T0567Y 元大2001基金,2016-08-31 00:00:00,NTD,55.55,55.35,-0.2,-0.360036,0.108128,0.926599,0.072059,4.143232,5.288097,5.890202,10.878244,6.621881,53.368305,74.96063,66.068759,61.107889,8.474907,564.488362,3.445065,0.072059,3.445065,0.288861,13.20562,30.490952,76.125561,95.598587,974066,1110,
T0568Y 元大績效基金,2016-08-31 00:00:00,NTD,39.59,None,None,None,-0.226815,1.799949,2.432083,6.567968,6.510627,9.063361,13.797068,7.523085,45.124633,63.45995,46.521095,41.040257,10.896359,295.9,6.110962,2.432083,6.110962,0.075834,13.928053,28.413872,64.137625,72.882074,92004566,1110,
T0569Y 元大得利貨幣市場,2016-08-31 00:00:00,NTD,16.1355,None,None,None,0.00062,0.004958,0.024796,0.06946,0.153313,0.24478,0.363874,0.922567,1.486238,2.101447,2.817108,3.287031,0.21116,61.355,0.046503,0.024796,0.046503,0.003719,0.737319,1.288744,1.888685,2.579832,92017204,4100,
T0571Y 元大得寶貨幣市場,2016-08-31 00:00:00,NTD,11.8975,None,None,None,0.000841,0.005043,0.024381,0.06897,0.149835,0.24181,0.359345,0.916925,1.482467,2.158663,2.914209,3.455622,0.208883,18.975,0.04625,0.024381,0.04625,0.004203,0.733225,1.282908,1.922376,2.662904,13530495,4100,
T0572Y 元大精準中小基金,2016-08-31 00:00:00,NTD,18.57,None,None,None,0.053879,1.809211,0.704989,0.704989,3.975364,5.331821,9.106933,1.19891,24.966353,38.789238,28.512111,12.887538,6.785509,85.7,3.052164,0.704989,3.052164,0.650407,7.714613,11.33093,39.939707,56.181654,14542287,1130,
T0574Y 元大台灣加權股價,2016-08-31 00:00:00,NTD,20.028,None,None,None,-0.422612,0.785024,2.235835,10.682509,11.725985,12.782971,15.675176,4.716093,26.759494,42.012338,41.720917,52.107542,12.751224,100.28,7.816537,2.235835,7.816537,-0.541292,6.645372,17.790976,36.700565,55.051475,99346928,1154,
T0575Y 元大全球 ETF穩健,2016-08-31 00:00:00,NTD,14.32,None,None,None,-0.13947,-0.555556,-0.762301,-0.762301,0.491228,-0.278552,0,4.754938,11.353033,11.353033,10.493827,3.244412,0.420757,43.2,-0.209059,-0.762301,-0.209059,0,0.209944,7.507519,12.844782,15.4839,99967974,5230,
T0576A 元大全球不動產 A,2016-08-31 00:00:00,NTD,11.04,None,None,None,0.454959,0.729927,-2.645503,-6.202209,-6.992418,-3.496503,-2.214349,-1.691897,11.967546,33.172497,53.760446,47.791165,-3.072871,10.4,-1.953819,-2.645503,-1.953819,2.793296,-8.533559,3.370777,22.530514,57.95513,21718388A,7100,
T0576B 元大全球不動產 B,2016-08-31 00:00:00,NTD,8.04,None,None,None,0.5,0.75188,-2.637781,-6.210744,-6.926347,-3.448495,-2.119869,-1.665476,11.961311,33.191162,53.864276,47.738043,-3.000289,10.546383,-1.898769,-2.637781,-1.898769,2.813299,-8.483695,3.409046,22.582274,57.679259,21718388B,7100,
T0576C 元大全球不動產A$,2016-08-31 00:00:00,USD,9.89,None,None,None,0.446882,0.918367,-2.040412,-3.531018,-1.80699,None,None,None,None,None,None,None,1.042092,-1.1,-0.211886,-2.040412,-0.211886,2.678571,None,None,None,None,21718388C,7100,
T0576D 元大全球不動產AC,2016-08-31 00:00:00,RMB,10.26,None,None,None,0.391389,1.183432,-1.156069,-2.005731,0.293255,None,None,None,None,None,None,None,2.908726,2.6,0.097561,-1.156069,0.097561,2.6,None,None,None,None,21718388D,7100,
T0577Y 元大全球新興市場,2016-08-31 00:00:00,NTD,12.2,None,None,None,-0.0819,-0.163666,0.660066,3.127642,7.583774,0.246508,2.006689,-10.294118,3.741497,1.75146,-6.870229,-14.023961,1.328904,22,2.953586,0.660066,2.953586,-0.326797,-5.058366,-3.251383,-3.481013,3.477527,48760113,5212,
T0578Y 元大全球 ETF成長,2016-08-31 00:00:00,NTD,10.01,None,None,None,-0.199402,-0.694444,-1.086957,-0.694444,2.877698,-3.564547,-2.054795,3.089598,17.213115,27.515924,14.925373,4.707113,-2.436647,0.1,0.401204,-1.086957,0.401204,0,-3.003883,5.702215,28.005116,24.968795,48789815,5211,
T0581A 元大中華價值指 $,2016-08-31 00:00:00,USD,10.723,None,None,None,-0.547208,0.186863,3.925179,12.518363,20.145658,None,None,None,None,None,None,None,9.642127,7.23,9.139949,3.925179,9.139949,-0.316073,None,None,None,None,25591306B,1223,
T0581B 元大中華價值指 C,2016-08-31 00:00:00,RMB,11.14,None,None,None,-0.535714,0.541516,4.995287,14.373717,22.958057,None,None,None,None,None,None,None,11.84739,11.4,9.537856,4.995287,9.537856,-0.268577,None,None,None,None,25591306C,1223,
T0581Y 元大大中華價值指,2016-08-31 00:00:00,NTD,14.892,None,None,None,-0.521042,0.047027,3.273232,9.419544,13.801009,5.430088,4.483267,1.464877,18.059299,35.616064,33.023671,33.333333,5.258694,48.92,7.252431,3.273232,7.252431,-0.147512,-2.084292,11.134337,20.553727,40.358172,25591306A,1223,
T0583A 元大全球靈活配 A,2016-08-31 00:00:00,NTD,11.08,None,None,None,0,-0.090171,-0.18018,0.910747,0.910747,1.74472,1.279707,2.025783,6.130268,4.924242,8.414873,4.924242,2.119816,10.8,-0.18018,-0.18018,-0.18018,0.180832,1.094893,4.528304,2.497691,9.702971,25638920A,5223,
T0583B 元大全球靈活配 B,2016-08-31 00:00:00,NTD,11.03,None,None,None,0,-0.180995,-0.180995,0.914913,0.914913,1.752768,1.285583,2.035153,6.159769,4.947669,8.456244,4.944848,2.12963,10.82176,-0.180995,-0.180995,-0.180995,0.181653,1.099916,4.549778,2.509309,9.751256,25638920B,5223,
T0585Y 元大巴西指數基金,2016-08-31 00:00:00,NTD,5.356,None,None,None,-0.667656,0.018674,0.638858,27.463113,55.924309,42.29543,29.465796,-30.845707,-9.527027,-24.189667,-34.06377,None,50.449438,-46.44,8.685065,0.638858,8.685065,1.612597,-6.706141,-14.903076,-25.899274,-29.24702,26203851,1233,
T0586Y 元大印度指數基金,2016-08-31 00:00:00,NTD,9.041,None,None,None,0.243929,0.836493,-0.110485,4.592781,16.929643,4.957047,1.893384,0.511395,49.363952,32.702187,19.290144,None,2.517292,-9.59,4.520231,-0.110485,4.520231,2.273756,-2.31226,24.548833,19.843587,42.087057,26203825,1233,
T0587Y 元大印尼指數基金,2016-08-31 00:00:00,NTD,9.341,None,None,None,0.332975,-1.02776,0.214569,12.691519,9.072863,23.346098,22.520986,-1.320516,18.948173,1.224534,-3.121759,None,17.260859,-6.59,4.298794,0.214569,4.298794,-1.808052,-3.790302,25.214474,-1.704719,-2.126987,26203846,1233,
T0588A 元大全球國富債 A,2016-08-31 00:00:00,NTD,8.0235,None,None,None,0.056117,-0.346524,-0.549096,-1.044621,-2.601423,-3.479014,-3.001765,-9.394268,-8.590145,-19.962692,-24.281602,None,-2.156019,-19.765,-1.300251,-0.549096,-1.300251,-0.046093,-7.034276,-7.804484,-21.097672,-18.484402,26297576A,3511,
T0588B 元大全球國富債 B,2016-08-31 00:00:00,NTD,5.7469,None,None,None,0.057455,-0.346807,-0.54566,-1.039066,-2.592441,-3.470573,-3.000326,-9.396764,-8.595506,-19.965438,-24.278934,None,-2.147904,-19.761415,-1.295695,-0.54566,-1.295695,-0.045221,-7.03542,-7.806633,-21.088854,-18.49417,26297576B,3511,
T0589Y 元大新興市場 ESG,2016-08-31 00:00:00,NTD,10.98,None,None,None,-0.181818,0,2.234637,7.331378,11.472081,1.385042,2.712816,-13.543307,0.919118,3.584906,None,None,2.905342,9.8,5.07177,2.234637,5.07177,0.365631,-8.652247,-7.808568,-4.852685,9.909911,26326707,1224,
T0591A 元大中平衡 CNY,2016-08-31 00:00:00,RMB,2.91,None,None,None,0.344828,1.393728,4.301075,7.777778,14.566929,5.054152,9.811321,39.23445,37.914692,None,None,None,3.558719,37.264151,5.434783,4.301075,5.434783,1.393728,33.486236,35.981308,None,None,31830473B,2330,
T0591Y 元大中平衡 NTD,2016-08-31 00:00:00,NTD,13.75,None,None,None,0.291758,0.806452,2.535421,2.996255,6.095679,-2.48227,2.078693,35.201573,33.236434,39.17004,None,None,-2.620397,37.5,3.228228,2.535421,3.228228,1.40118,24.209582,30.331765,35.869589,None,31830473A,2330,
T0593A 元大亞太政府債 A,2016-08-31 00:00:00,NTD,9.4441,None,None,None,-0.019056,-0.733663,-1.134781,2.390607,2.244284,6.244797,7.475646,3.773336,8.949852,None,None,None,5.541897,-5.559,-0.103661,-1.134781,-0.103661,-0.322965,1.84844,9.119797,None,None,31931789A,3515,
T0593B 元大亞太政府債 B,2016-08-31 00:00:00,NTD,8.3056,None,None,None,-0.01926,-0.733835,-1.135127,2.390592,2.246491,6.244777,7.471897,3.765422,8.943886,None,None,None,5.540689,-5.564336,-0.102964,-1.135127,-0.102964,-0.324029,1.840728,9.114012,None,None,31931789B,3515,
T0594A 元大中國機會債券,2016-08-31 00:00:00,NTD,10.2911,None,None,None,0.067093,-0.301292,-0.720639,-2.303084,-3.449732,-4.275961,-3.259133,1.183793,None,None,None,None,-3.418924,2.911,-1.009994,-0.720639,-1.009994,0.216187,-3.685582,None,None,None,38546950A,3518,
T0594B 元大中國機債 A C,2016-08-31 00:00:00,RMB,10.5576,None,None,None,0.015157,0.130883,0.840529,2.134081,4.311742,3.488634,4.784874,5.159568,None,None,None,None,2.692397,5.576,1.04707,0.840529,1.04707,0.017052,4.653987,None,None,None,38546950B,3518,
T0594C 元大中國機債 B C,2016-08-31 00:00:00,RMB,10.1171,None,None,None,0.014829,0.130643,0.840591,2.134075,4.312152,3.489501,4.784818,5.160022,None,None,None,None,2.692335,5.576456,1.047278,0.840591,1.047278,0.016806,4.654214,None,None,None,38546950C,3518,
T0595A 元大人民幣貨幣市,2016-08-31 00:00:00,NTD,10.4523,None,None,None,0.058394,-0.385979,-1.319852,-3.667214,-5.985896,-5.078327,-4.15658,2.794005,None,None,None,None,-3.90722,4.523,-1.603186,-1.319852,-1.603186,0.231104,-2.483558,None,None,None,38546966A,4200,
T0595B 元大人民幣貨市 C,2016-08-31 00:00:00,RMB,10.6858,None,None,None,0.006551,0.04494,0.239205,0.662239,1.532614,2.504628,3.321312,6.410014,None,None,None,None,2.217333,6.858,0.440835,0.239205,0.440835,0.032764,5.454401,None,None,None,38546966B,4200,
T0596A 元大大中華 TMT,2016-08-31 00:00:00,NTD,9.99,None,None,None,-0.299401,-0.299401,0.909091,2.672148,8.469055,-9.837545,3.416149,None,None,None,None,None,-11.43617,-0.1,0,0.909091,0,-0.498008,None,None,None,None,38639090A,1223,
T0596B 元大大中華 TMT C,2016-08-31 00:00:00,RMB,10.6,None,None,None,-0.37594,0.094429,2.613746,7.39615,17.127072,-2.84143,11.111111,None,None,None,None,None,-5.861456,6,2.119461,2.613746,2.119461,-0.656045,None,None,None,None,38639090B,1223,
T0597A 元大全股票入息A,2016-08-31 00:00:00,NTD,9.55,None,None,None,0,-0.830737,-1.036269,-1.036269,2.248394,-3.632694,-3.826788,None,None,None,None,None,-2.051282,-4.5,1.812367,-1.036269,1.812367,0.42061,None,None,None,None,42307684A,1211,
T0597B 元大全股票入息B,2016-08-31 00:00:00,NTD,9.23,None,None,None,0,-0.859291,-1.078757,-0.987414,2.216129,-3.640489,-3.858873,None,None,None,None,None,-2.139973,-4.531861,1.846169,-1.078757,1.846169,0.435256,None,None,None,None,42307684B,1211,
T0597C 元大全股票入息B$,2016-08-31 00:00:00,USD,9.031,None,None,None,-0.044272,-0.692764,-0.474405,1.783154,7.835903,-0.350692,-0.567035,None,None,None,None,None,2.033331,-6.423637,3.596992,-0.474405,3.596992,0.221951,None,None,None,None,42307684C,1211,
T0598A 元大新興印尼債A,2016-08-31 00:00:00,NTD,11.2883,None,None,None,0.165933,-0.411998,-2.1845,3.206371,2.817196,10.120087,None,None,None,None,None,None,9.079401,12.883,-0.307336,-2.1845,-0.307336,-0.564638,None,None,None,None,42321314A,3517,
T0598B 元大新興印尼債B,2016-08-31 00:00:00,NTD,10.9353,None,None,None,0.165793,-0.412546,-2.18285,3.209062,2.822464,10.124489,None,None,None,None,None,None,9.083762,12.887512,-0.303868,-2.18285,-0.303868,-0.564679,None,None,None,None,42321314B,3517,
T0598C 元大新興印尼債B$,2016-08-31 00:00:00,USD,11.2796,None,None,None,0.146496,-0.267907,-1.566572,6.14641,8.541,13.951712,None,None,None,None,None,None,13.687406,16.654647,1.455264,-1.566572,1.455264,-0.733961,None,None,None,None,42321314C,3517,
T0598D 元大新興印尼債BC,2016-08-31 00:00:00,RMB,11.7952,None,None,None,0.113735,0.019503,-0.639219,7.837695,10.963771,18.681408,None,None,None,None,None,None,15.810721,21.756443,1.763036,-0.639219,1.763036,-0.761419,None,None,None,None,42321314D,3517,
T0599A 元大美元公司債A,2016-08-31 00:00:00,NTD,10.0925,None,None,None,-0.10393,-0.197775,-0.679034,1.000751,None,None,None,None,None,None,None,None,None,0.925,-0.288489,-0.679034,-0.288489,0.412894,None,None,None,None,42381749A,3511,
T0599B 元大美元公司債B,2016-08-31 00:00:00,NTD,10.0132,None,None,None,-0.104752,-0.192375,-0.681743,0.972992,None,None,None,None,None,None,None,None,None,0.898272,-0.313911,-0.681743,-0.313911,0.418192,None,None,None,None,42381749B,3511,
