fundID,net
LU0050427557,28.71
LU0052588471,16.88
LU0052780409,1028
LU0054237671,37.26
LU0054754816,48.86
LU0055114457,25.92
LU0061175625,40.28
LU0061324488,17.39
LU0064963852,11.7155
LU0064964074,9.2526
LU0066794719,675.32
LU0068578508,6097.1
LU0069449576,17.57
LU0069450319,9.085
LU0069450822,8.23
LU0069451390,41.61
LU0069452877,5.951
LU0069970746,8234
LU0075933175,311.82
LU0075933415,484.36
LU0075937911,116.85
LU0075938133,225.46
LU0077335932,38.38
LU0080215204,138
LU0083138064,209.821065
LU0084288082,53.12
LU0084288249,81.37
LU0084288322,156.5
LU0084288595,49.78
LU0084288678,46
LU0084617165,128.27
LU0084664241,20.39
LU0086913042,154.01
LU0086913125,175.29
LU0088814487,19.89
LU0089276934,412.24
LU0089277312,102.68
LU0090978643,129.96
LU0090979021,345.03
LU0090980466,262.01
LU0090981274,169.76
LU0090981357,133.15
LU0095613583,347.57
LU0095613823,169.52
LU0099574567,14.01
LU0099575291,11.09
LU0101692753,214.03
LU0101986403,198.15
LU0101987716,3140
LU0102000758,9388
LU0102017729,22.45
LU0102020947,32.96
LU0103015565,73.02
LU0104885248,236.37
LU0107048042,104.65
LU0107058785,7278
LU0107087610,316.67
LU0110060430,9.992
LU0111482476,846.64
LU0111491469,81.37
LU0111493242,93.02
LU0111549308,67.43
LU0111549480,218.58
LU0111550496,24.59
LU0111633276,98.41
LU0111635727,20.43
LU0112497440,514.35
LU0114033284,169.22
LU0114064677,140.17
LU0114064917,62.99
LU0114070138,144.94
LU0114074718,212.41
LU0114720955,37.13
LU0114721508,45.65
LU0114722498,27.1
LU0114722902,42.95
LU0115011255,33.461
LU0119124278,41.47
LU0119124781,45.58
LU0129603360,239.62
LU0130100216,191.67
LU0130102774,202.94
LU0130103400,228.42
LU0130322117,107.79
LU0130322620,73.96
LU0130323198,83.4
LU0130323438,67.53
LU0130493355,113.56
LU0130517989,141.56
LU0130518102,203.87
LU0131719634,243.62
LU0131725367,848.73
LU0132282301,11.8
LU0132667519,1129
LU0132667782,393.76
LU0133807916,213.64
LU0137004601,180.3
LU0137005913,234.7
LU0137006218,182.23
LU0137007026,172.04
LU0138259550,110.41
LU0138981039,17.56
LU0140785683,70.5
LU0145634076,155.33
LU0145634662,152.9
LU0145635123,140.2
LU0145635479,174.89
LU0147748072,20.19
LU0147918097,47.8
LU0147918766,73.12
LU0147918923,44.77
LU0147921554,65.79
LU0147925118,173.96
LU0147943442,182.36
LU0147944259,205.99
LU0154245673,156.7
LU0154245756,184.67
LU0154245913,20.78
LU0155179483,349.5
LU0155224883,104.39
LU0155226151,121.07
LU0155228959,135.64
LU0155505208,56.02
LU0157215616,51.98
LU0157922724,49.03
LU0159197101,161.08
LU0161332480,24636
LU0168050333,11.55
LU0168053600,11.15
LU0168055563,11.78
LU0168057262,10.76
LU0168400413,22.21
LU0168401650,36.84
LU0173614495,49.7
LU0175074516,126.11
LU0176901758,9840.94
LU0179219752,162.02
LU0179219919,154.81
LU0179220255,153.78
LU0179220412,174.53
LU0181362285,964.53
LU0187076913,145.6
LU0187079180,156.69
LU0187079347,147.78
LU0187121727,20.31
LU0188501331,220.03
LU0190162189,378.33
LU0192065992,8.38
LU0197229882,36.98
LU0197230542,40.36
LU0205439572,18.03
LU0212178916,178.21
LU0212179997,193.07
LU0215158840,33.35
LU0215159145,34.44
LU0217138725,110.23
LU0226953718,204.59
LU0230662891,118.98
LU0236146774,187.13
LU0236146857,191.54
LU0236147079,175.37
LU0236150610,203.12
LU0237014641,127.35
LU0237015291,125.17
LU0237015457,118.23
LU0237015887,138.49
LU0237697510,14.49
LU0237698245,13.73
LU0238203821,13.52
LU0238204472,12.7
LU0238205289,21.41
LU0238205446,12.22
LU0238205958,19.24
LU0238206170,11.53
LU0238206337,20.84
LU0244149497,164.61
LU0244149653,106.6
LU0244149901,180.61
LU0248320581,64.74
LU0248320821,170.04
LU0251130638,15.64
LU0251130802,18.41
LU0255249772,135.34
LU0255975913,86.33
LU0255977539,462.95
LU0255978859,198.06
LU0255980673,262.6
LU0256842575,167.43
LU0256845677,122.13
LU0256846568,175.9
LU0261945553,20.42
LU0261946288,13.39
LU0261946361,116.46
LU0261946445,20.17
LU0261947096,17.7
LU0261947682,15.58
LU0261950470,14.53
LU0261950983,19.62
LU0261952922,10.8762
LU0261953490,10.8605
LU0261953904,20.33
LU0265266980,77.56
LU0267386448,13.83
LU0267387255,15.86
LU0269635834,121.9
LU0270905242,158.33
LU0273147164,117.35
LU0273147594,114.62
LU0273147834,133.54
LU0273148212,91.36
LU0273158526,109.69
LU0273158872,122.29
LU0273159177,86.31
LU0273160340,89.86
LU0273164680,94.54
LU0273164847,107.15
LU0273165570,75.04
LU0273170141,157.99
LU0273177237,102.2
LU0273177401,115.45
LU0273177823,81.89
LU0273179522,165.34
LU0273227941,105.93
LU0273228162,111.74
LU0278093082,166.86
LU0280431049,66.18
LU0280434068,122.46
LU0280435461,59.57
LU0286668453,15.7
LU0286668966,18.26
LU0286669428,8.226
LU0298697664,97.7
LU0299357342,75.42
LU0299358662,82.62
LU0299359397,148.7
LU0299359553,292.58
LU0299359710,109.17
LU0299359983,157.62
LU0299361534,70.4
LU0299362425,161.93
LU0299362771,607.99
LU0299363662,385.94
LU0299364041,238.18
LU0299921006,189.66
LU0303816028,14.59
LU0303816705,15.11
LU0303821028,12.13
LU0303823156,12.58
LU0307839646,11.38
LU0318931192,12.81
LU0318939179,17.86
LU0318940003,16.41
LU0318940771,735.2
LU0318941159,9.632
LU0320896664,182.09
LU0329071053,15.66
LU0329430986,187.82
LU0329431018,140.79
LU0329678170,13.39
LU0329678253,19.06
LU0329678337,13.44
LU0329678410,19.02
LU0329760002,100.9
LU0329760267,107.84
LU0329761232,82.59
LU0329761406,117.4
LU0335991534,232.79
LU0340558583,124.73
LU0340559805,112.27
LU0346388373,14.7
LU0346388456,18.38
LU0346388613,26.86
LU0346388704,15.65
LU0346388969,29.59
LU0346389181,15.12
LU0346389348,31.98
LU0346390197,15.83
LU0346390270,19.71
LU0346390510,14.08
LU0346390601,16.03
LU0346390866,14.78
LU0346390940,10.77
LU0346391161,15.74
LU0346391245,12.85
LU0346391674,8.059
LU0346391831,15.87
LU0346392219,12.53
LU0346392482,14.88
LU0346392995,16.23
LU0347595026,93.43
LU0347595455,1006.25
LU0352162357,8.09
LU0353647653,13.76
LU0353647737,14.98
LU0353648032,15.64
LU0353648891,10.26
LU0353649279,11.86
LU0353649436,12
LU0365089902,168.09
LU0370201419,174.68
LU0370787193,30.58
LU0370787359,31.65
LU0370788753,17.47
LU0370788910,10.87
LU0370789058,14.37
LU0370789132,14.36
LU0370789306,1615
LU0370789488,14.01
LU0370789561,1474
LU0370790650,17.29
LU0372506948,150.72
LU0384406244,180.05
LU0385405997,302.91
LU0390710027,10.72
LU0390710613,7.27
LU0390711777,24.14
LU0393653919,1.219
LU0411265829,150.4
LU0411266801,131.74
LU0411267015,73.58
LU0413542167,28.68
LU0434928536,304.83
LU0442405998,124.96
LU0442406459,123.14
LU0442406616,1300.54
LU0459992896,11.17
LU0469618036,55.09
LU0474694147,118.77
LU0477146053,63.76
LU0477146137,108.82
LU0487305319,144.22
LU0497415298,271.89
LU0497415611,156.16
LU0497416007,148.58
LU0497418391,157
LU0497422583,302.58
LU0497424365,174.41
LU0503634734,147.03
LU0503635038,114.65
LU0503635541,163.34
LU0503635624,127.37
LU0507265923,190.83
LU0507266228,199.68
LU0507266491,153.07
LU0507266574,127.57
LU0520928416,131.99
LU0520928507,104.77
LU0520928846,139.14
LU0520928929,102.33
LU0532245122,10.36
LU0544572604,154.59
LU0552611484,146.49
LU0563307635,65.27
LU0563307809,130.45
LU0570470202,412.51
LU0570470624,420.08
LU0570474295,12.59
LU0570474881,12.89
LU0571063014,91.27
LU0571066462,122.75
LU0571068591,50.14
LU0571081347,128.01
LU0571082402,115.05
LU0592898299,166.65
LU0594300096,16.05
LU0594300179,13.07
LU0594300252,16.09
LU0594300419,13.06
LU0594300500,13.59
LU0594300682,11.16
LU0594300849,10.07
LU0594301060,10.56
LU0594301144,11.52
LU0605512788,9.115
LU0605514487,11.76
LU0605514560,12.06
LU0605515021,10.52
LU0605515377,17.01
LU0605515880,17.47
LU0605515963,16.24
LU0605520377,12.44
LU0616839501,135.13
LU0616840772,137.56
LU0616840939,101.26
LU0621411155,13.33
LU0650147696,298.7
LU0699433149,155.11
LU0699433222,143.7
LU0702159343,17.82
LU0702159426,21.44
LU0702159699,17.92
LU0702159772,21.54
LU0702159939,18.55
LU0719521006,93.24
LU0731782826,16.25
LU0731783048,13.73
LU0740838031,125.33
LU0752743277,109.17
LU0754671849,90.86
LU0766124985,10.0641
LU0766125016,1.0002
LU0772969993,15.08
LU0813334322,104.47
LU0823379119,95.04
LU0823379549,95.43
LU0823379622,162.88
LU0823379978,199.05
LU0823386080,56.06
LU0823386163,129.35
LU0823386593,144.47
LU0823387724,102.26
LU0823387997,37.34
LU0823388292,68.17
LU0823388615,94.98
LU0823388888,29.33
LU0823388961,103.48
LU0823389423,69.01
LU0823389696,24.01
LU0823389779,22.84
LU0823389852,201.55
LU0823391163,115.63
LU0823397103,114.82
LU0823397368,525.9
LU0823397798,587.39
LU0823399810,184.59
LU0823400337,208.57
LU0823403190,102.06
LU0823403356,91.66
LU0823403786,599.3
LU0823406615,86.14
LU0823406706,96.7
LU0823407001,44.7
LU0823410997,178.48
LU0823411292,204.73
LU0823411888,165.14
LU0823412183,171.26
LU0823413587,516.3
LU0823413744,585.64
LU0823414478,78.45
LU0823414635,555.93
LU0823414718,346.12
LU0823414809,687.47
LU0823415954,336.63
LU0823416093,181.32
LU0823416689,199.08
LU0823417067,972.77
LU0823417653,466.81
LU0823417737,316.05
LU0823417810,418.6
LU0823417901,282.1
LU0823418115,464.08
LU0823419279,98.41
LU0823419782,48.11
LU0823421333,628.01
LU0823421689,562.03
LU0823424519,131.51
LU0823424782,167.94
LU0823424865,87.81
LU0823427454,92.91
LU0823427611,228.61
LU0823427967,105.63
LU0823428932,120.82
LU0823429237,221.05
LU0823430243,196.66
LU0823431563,68.66
LU0823431720,92.02
LU0823432025,71.12
LU0823432371,101.77
LU0823432611,94.94
LU0823434583,235.7
LU0823434740,101.08
LU0823435044,235.58
LU0853555463,11.61
LU0857700040,12.17
LU0877626530,9.521
LU0879078136,742.64
LU0882574055,14.62
LU0882574139,12.76
LU0882574212,9.992
LU0911036480,110.95
LU0911038429,96
LU0936577138,13.18
LU0936577724,11.63
LU0937948932,9.082
LU0937949070,9.49
LU0937949237,9.393
LU0937949310,9.748
LU0950366780,83.33
LU0950369024,84.64
LU0950369370,84.91
LU0950372671,131.06
LU0950373646,88.32
LU0950375773,95.66
LU0950376581,105.21
LU0963029086,14.36
LU0963542070,11.15
LU0963542310,10.17
LU0971096721,10
LU0990119041,165.21
LU0992293067,10.19
LU0992628692,101.7
LU0997586432,10.41
LU0997586515,12.21
LU0997586606,11.01
LU0997586788,11.21
LU0997586861,10.85
LU0997586945,9.317
LU0997587083,9.195
LU0997587166,10.69
LU0997587240,10.46
LU0998210602,1636.31
LU1005136848,11.15
LU1022393182,87.82
LU1022397928,85.28
LU1046234412,8.0641
LU1046420391,10.01
LU1046420474,9.901
LU1046420557,10.65
LU1046420631,9.777
LU1046420714,9.962
LU1046420805,10.07
LU1046421449,10.75
LU1046421522,11.3
LU1046421795,12.37
LU1046421878,10.6
LU1061952005,85.89
LU1061952187,98.14
LU1084165304,9.947
LU1084165486,10.09
LU1095741804,98.17
LU1095741986,117.79
LU1095742018,115.18
LU1104111114,91.82
LU1112798613,186.1
LU1112798969,172.69
LU1147738592,281.3
LU1158068749,102.56
LU1158069044,98.37
LU1158069127,99.23
LU1158069390,100.37
LU1158069473,97.45
LU1207409209,10.41
LU1209508602,80.99
LU1209508867,80.07
LU1235294300,9.906
LU1235294482,9.592
LU1235294565,9.786
LU1235294995,10.18
LU1235295612,8.398
LU1235295703,9.339
LU1240313202,88.84
LU1240313467,101.05
LU1240313624,100.87
LU1240313897,103.96
LU1277592439,8.853
LU1283677133,9.1669
LU1366332952,10.25
LU1366333091,10.26
LU1374299854,101.2
LU1374299938,1018.09
LU1374300298,100.68
LU1374300371,998.84
LUKED,7.5925
MAMFEA,15.9933
MAMFUA,13.9676
MAPEAE1,19.15
MAPEIU1,203.62
MEAH1US,12.32
MEMBUSD,9.83
MEMCUSD,9.83
MEMDAE1,21.67
MEMDIU1,217.17
MEMEEUR,12.19
MEMEIUR,135.27
MEMEUSD,10.59
MEMIUSD,117.37
MESCAU1,26.7
MESCBU1,24.59
MESCEA,28.0627
MESCIE1,323.01
MEUFEA,13.7654
MEVAH1U,13.39
MEVIH1U,13.9
MFEEIE1,189.21
MFEEIED,156.76
MFEIHIU,107.89
MFEVAU1,20.39
MFEVBU1,18.78
MFEVIE1,246.72
MFGAH3E,9.98
MFGBAE1,18.5
MFGBIU1,193.35
MFGEIE1,234.44
MFGEIU1,219.11
MFHYA1E,16.7
MFHYA2E,12.68
MFLMBU2,8.74
MFLMIU1,129.89
MFMADAA,23.67
MFMADBA,20.94
MFMADCR,20.77
MFMEEAA,19.4
MFMEEBA,17.12
MFMGA3U,24.2
MFMGBA1,24.41
MFMGBAA,29.85
MFMGBB1,24.12
MFMGBBA,26.4
MFMGBC1,23.9
MFMGBCR,26.21
MFMGEAA,45.69
MFMGEBA,39.84
MFMGECR,39.54
MFMLMAA,14.17
MFMLMAI,8.8
MFMLMBA,12.18
MFMLMC1,8.74
MFMLMCR,12.06
MFMRBAI,10.54
MFMRBAR,17.34
MFMUGAA,17.68
MFMUGB1,10.8
MFMUGC1,10.81
MFMUGCR,15.02
MFRBIU1,162.19
MFRIAE1,16.86
MFRIIU1,179.31
MFSEDA1,35.69
MFSEDA2,17.6
MFSEDB1,31.3
MFSEDB2,17.59
MFSEDC1,30.86
MFSEDC2,17.6
MFSEEA1,29.98
MFSERAH,11.33
MFSERIH,118.38
MFSESA1,50.03
MFSEVA1,36.03
MFSGAH3,9.72
MFSGEA1,26.09
MFSGHA3,5.67
MFSGLC1,21.32
MFSGLC2,5.76
MFSGLGA,25.46
MFSGLGB,5.7
MFSGLGC,21.77
MFSGLGD,5.74
MFSIAA1,14.64
MFSIAA2,11.33
MFSIAB1,12.97
MFSIAB2,11.16
MFSIAC1,12.95
MFSIAC2,11.15
MFSMAH3,10.27
MFSMDA3,17.47
MFSSGA1,15.92
MFSSGB1,14.24
MFSSGC1,13.99
MFSVAB1,20.59
MFSVAC1,20.31
MFSVAH1,15.6
MFSVAL1,22.95
MGBEA,1.8174
MGBFEA,27.1575
MGBFUA,10.7134
MGBUA,2.2662
MGF01,1.335
MGF02,1.6737
MGF03,0.9282
MGF04,0.6924
MGF05,1.0437
MGF06,0.8213
MGF07,4.5557
MGF08,29.5355
MGF09,9.5442
MGF10,3.1943
MGF11,2.8871
MGF12,3.0699
MGF13,0.8029
MGF14,1.3739
MGF15,0.8114
MGF16,0.4423
MGF17,0.697
MGF18,1.2132
MGF19,0.8573
MGF20,1.7369
MGF21,8.4165
MGF22,0.9846
MGF23,0.991
MGF24,0.8644
MGF25,1.8906
MGLFEA,16.9831
MGLFUA,9.8791
MIABIU1,146.57
MJAPEA,13.3352
MJSCEA,23.4431
MND,13.6526
MPEFEA,16.8145
MRFXEA,21.7089
MSIMA08USD,44.43
MSIMA81USD,73.91
MSIMAEA07,41.25
MSIMAFA11,58.55
MSIMAPA41,18.31
MSIMCBAH47,34.5
MSIMCBUA47,40.71
MSIMEMD32R,21.25
MSIMEMD87R,15.24
MSIMEMDA32,81.73
MSIMEMDA87,29.25
MSIMEMNA81,66.27
MSIMEUVA08,39.84
MSIMGBA82,104.63
MSIMGOA29,45.43
MSIMGOAH29,43.97
MSIMGPA84,28.47
MSIMIEA85,36.59
MSIMLAEA20,44.42
MSIMUSGA13,66.37
MSIMUSPA34,76.09
MUHYIU1,177.59
MUSGIU1,156.04
MUSSIU1,205.69
MUSVIU1,208.49
NA1,8.756
NA2,8.697
NA3,8.738
NA4,8.691
NEURO,44.41
NEUROU,39.92
NNADHPUSD,1900.34
NNADHXDAUDH,249.3
NNADHXDUSD,99.9
NNADHXDZAR,3130.43
NNADHXUSD,1765.06
NNADHYDUSD,239.75
NNADHYDUSDH,297.02
NNADHYDZARH,3089.08
NNADHYUSD,297.58
NNAHDPUSD,905.97
NNAHDXDAUDH,225.74
NNAHDXDUSD,213.65
NNAHDXUSD,843.66
NNAHDYDUSD,231.65
NNBIPUSD,553.8
NNBIXEUR,874.01
NNBIXUSD,513.48
NNEEEPEUR,47.09
NNEEEXEUR,43.75
NNEEEXUSD,59.44
NNEEPEUR,52.58
NNEEXEUR,48.5
NNEHDPEUR,426.4
NNEHDXDAUDH,230.11
NNEHDXDEUR,233.6
NNEHDXDUSDH,221.06
NNEHDXEUR,395.08
NNEHDYDAUDH,215.01
NNEHDYDEUR,217.08
NNEHDYDUSDH,217.44
NNEMDHPUSD,332.77
NNEMDHXDAUDH,236.96
NNEMDHXDUSD,101.79
NNEMDHXDYUSD,1082.89
NNEMDHXDZARH,2940.54
NNEMDHXEURH,4748.64
NNEMDHXUSD,320.82
NNEMDHYDAUD,219.73
NNEMDHYDUSD,231.16
NNEMDHYDZAR,2885.67
NNEMDHYEURH,290.89
NNEMDHYUSD,296.33
NNEPUSD,1065.16
NNEXEUR,735.15
NNEXUSD,987.1
NNEYUSD,193.36
NNFBPUSD,2196.64
NNFBXEUR,2092.22
NNFBXUSD,2035.8
NNFBYUSD,332.93
NNFCMAXDAUDH,240.54
NNFCMAXDUSDH,240.46
NNFCMAXEUR,279.6
NNFCMAXUSDH,247.71
NNFCMAYDAUDH,238.46
NNFCMAYDUSDH,238.51
NNGEOPEUR,363.88
NNGEOXEUR,347.27
NNGEOXUSD,293.4
NNGHDPEUR,379.92
NNGHDXDAUDH,238.52
NNGHDXDUSD,221.72
NNGHDXEUR,353.83
NNGHDXUSD,387.41
NNGHDYDAUDH,229.06
NNGHDYDUSD,210.93
NNGHYPEURH,480.93
NNGHYXDAUDH,216.68
NNGHYXDEURH,900.8
NNGHYXDUSD,84.92
NNGHYXDUSDH,220.14
NNGHYXEURH,455.68
NNGHYXUSD,333.09
NNGHYYDAUDH,204.58
NNGHYYDEURH,212.55
NNGHYYDUSD,197.49
NNGHYYDUSDH,215.94
NNGHYYEURH,280.88
NNGHYYUSD,270.46
NNITPUSD,1047.73
NNITXEUR,2992.13
NNITXUSD,969.14
NNJEPJPY,3637
NNJEXJPY,3343
NNJEXUSD,103.34
NNJEXUSDH,176.36
NNJEYUSDH,174.28
NNLAEPUSD,1565.64
NNLAEXUSD,1459.02
NNLAEYUSD,142.41
NNMXEUR,1124.57
NNMXUSD,762.41
NNMYUSD,196.85
NNUSCPUSD,1310.97
NNUSCXDAUDH,266.28
NNUSCXDUSD,116.63
NNUSCXUSD,1262.32
NNUSCYDAUDH,305.79
NNUSCYDUSD,255.76
NNUSCYUSD,299.69
NNUSHDPUSD,420.01
NNUSHDXDAUDH,234.93
NNUSHDXDUSD,236.29
NNUSHDXDZARH,2934.02
NNUSHDXEURH,357.14
NNUSHDXUSD,397.56
NNUSHDYDAUDH,227.92
NNUSHDYDUSD,229.34
NNUSHDYDZARH,2846.69
NNUSHDYUSD,263.13
OAPF,1.798
OAPU,1.337
OSBF,2.065
OSBU,1.536
OSES,1.35
OSEU,1.004
PE1,9.6563
PEQEA,1.3312
PEQUA,1.6365
PIMAME,8.61
PIMAMEB,7.29
PIMAMEI,9.87
PIMAMET,48.5
PIMAMEU,7.73
PIMAMEU2,49.42
PIMAMEUI,8.87
PIMARH,9.22
PIMARHI,10.55
PIMARHU,8.28
PIMARHUI,9.48
PIMCEAEUR,10.73
PIMCEAUSD,11.95
PIMCEBUSD,10.18
PIMCEE,10.16
PIMCEEB,8.93
PIMCEEI,11.9
PIMCEET,50.37
PIMCEEU,9.13
PIMCEEU2,45.64
PIMCEEUB,8.02
PIMCEEUI,10.69
PIMCEEUT,45.25
PIMCEEUU2,41
PIMCEIEUR,12.41
PIMCEIUSD,13.82
PIMCETUSD,34.95
PIMCEU2USD,33.82
PIMCO-BD4,12.75
PIMCO-BD6,11.5
PIMCO-BDA,10.42
PIMCO-BDI,15.85
PIMCO-BDM,10.9
PIMCO-BDP,9.71
PIMCO-BE4,11.15
PIMCO-BEA,9.44
PIMCO-BEI,41.43
PIMCO-BEM,10.02
PIMCO-BEP,9.43
PIMCO-BF3,21.56
PIMCO-BG4,13.17
PIMCO-BGG,10.29
PIMCO-BGI,28.78
PIMCO-BH4,10.26
PIMCO-BHI,28.33
PIMCO-BHM,10.4
PIMCO-BII,18.57
PIMCO-BIM,10.29
PIMCO-BIN,13.59
PIMCO-BIP,10.18
PIMCO-BL3,12.29
PIMCO-BLI,11.41
PIMCO-BR4,13.64
PIMCO-BRI,18.89
PIMCO-BSR,22
PIMCO-BT4,12.8
PIMCO-BTI,27.72
PIMCO-BW4,9.83
PIMCO-BXN,15.02
PIMCO-BY4,10.48
PIMCO-BYG,9.45
PIMCO-BYI,20.23
PIMCO-BYM,10.34
PIMCO-BYP,9.18
PIMEEE,16.13
PIMEEEB,13.76
PIMEEEI,18.77
PIMEEET,51.14
PIMEEEU,14.49
PIMEEEU2,51.05
PIMEEEUB,12.36
PIMEEEUI,16.86
PIMEEEUT,45.94
PIMEEEUU2,45.86
PIMELE,6.95
PIMELEB,5.81
PIMELEI,8.21
PIMELET,46.02
PIMELEU,6.24
PIMELEU2,48.65
PIMELEUI,7.38
PIMEMBA2,16.96
PIMEMBAIASD,47.19
PIMEMBAIBSD,46.17
PIMEMBAITSD,49.59
PIMEMBAIUSD,51.68
PIMEMBAXD,61.39
PIMEMBB2,14.05
PIMEMBBXD,58.02
PIMEMBI2,19.89
PIMEMBLCAEUR,65.44
PIMEMBLCAUSD,72.84
PIMEMBLCAXD,43.81
PIMEMBLCBXD,41.67
PIMEMBLCIEUR,1393.84
PIMEMBLCTXD,52.13
PIMEMBLCUXD,49.63
PIMEMBT2,52.03
PIMEMBTXD,48.54
PIMEMBU2,58.21
PIMEMBUA2,15.24
PIMEMBUB2,12.62
PIMEMBUI2,17.87
PIMEMBUT2,46.74
PIMEMBUU2,52.29
PIMEMBUXD,48.33
PIMEMBZIASD,938.21
PIMEMBZIBSD,923.18
PIMEMBZITSD,974.24
PIMEMBZIUSD,1031.37
PIMEME,7.35
PIMEMEB,6.25
PIMEMEI,8.5
PIMEMET,46.6
PIMEMEU,6.6
PIMEMEU2,46.96
PIMEMEUB,5.62
PIMEMEUI,7.64
PIMEMEUT,41.86
PIMEMEUU2,42.18
PIMEPL,157.18
PIMEPLB,88.18
PIMEPLH,52.3
PIMEPLI,1486.6
PIMEPLT,45
PIMEPLTH,40.43
PIMEPLU,141.2
PIMEPLU2,45.74
PIMEPLU2H,41.01
PIMEPLUB,79.21
PIMEPLUI,1335.43
PIMEPLUT,40.43
PIMEPLUU2,41.09
PIMERH,6.01
PIMERHB,4.92
PIMERHI,6.99
PIMERHT,49.8
PIMERHU,5.4
PIMERHU2,45.5
PIMERHUB,4.42
PIMERHUI,6.28
PIMERHUT,44.74
PIMERHUU2,40.88
PIMGEC,252.26
PIMGECB,54.58
PIMGECI,1337.54
PIMGECT,48.96
PIMGECU,226.6
PIMGECU2,43.33
PIMGECUI,1201.53
PIMGHYA2,109.77
PIMGHYAIASD,41.22
PIMGHYAIBSD,40.09
PIMGHYAITSD,44.54
PIMGHYAXD,41.91
PIMGHYB2,94.21
PIMGHYBXD,36.94
PIMGHYI2,1968.06
PIMGHYT2,47.41
PIMGHYTXD,43.74
PIMGHYU2,47.41
PIMGHYUA2,98.61
PIMGHYUI2,1767.93
PIMGHYUXD,43.65
PIMGHYZIASD,818.62
PIMGHYZIBSD,800.1
PIMGHYZITSD,865.45
PIMJPE,2.84
PIMJPEB,2.45
PIMJPEI,3.43
PIMJPET,49.56
PIMJPEU,2.55
PIMJPEU2,45.6
PIMJPEUI,3.08
PIMPE,8.48
PIMPEB,7.19
PIMPEI,9.77
PIMPET,45.46
PIMPEU,7.62
PIMPEU2,42.99
PIMPEUI,8.78
PIMSTIA2,10.93
PIMSTIAIASD,46.7
PIMSTIAIBSD,45.95
PIMSTIAITSD,48.35
PIMSTIAIUSD,50.97
PIMSTIAXD,55.4
PIMSTIB2,9.61
PIMSTIBXD,50.93
PIMSTII2,123.92
PIMSTIT2,49.99
PIMSTITXD,47.46
PIMSTIU2,49.72
PIMSTIUA2,9.82
PIMSTIUAXD,40.62
PIMSTIUI2,111.32
PIMSTIUXD,47.08
PIMSTIZIASD,926.51
PIMSTIZIBSD,916.68
PIMSTIZITSD,946.47
PIMSTIZIUSD,1015.54
PIMTEP,8.1
PIMTEPB,6.92
PIMTEPH,53.78
PIMTEPI,9.73
PIMTEPT,50.88
PIMTEPTH,45.78
PIMTEPU,7.28
PIMTEPU2,45.03
PIMTEPU2H,40.44
PIMTEPUB,6.21
PIMTEPUI,8.74
PIMTEPUT,45.7
PIMTEPUU2,40.45
PIMUABA2,96
PIMUABAXD,66.63
PIMUABB2,78.5
PIMUABBXD,61.37
PIMUABI2,2309.69
PIMUABT2,50.67
PIMUABTXD,48.53
PIMUABU2,50.34
PIMUABUA2,86.24
PIMUABUI2,2074.82
PIMUABUXD,48.16
PIMUSD,6.52
PIMUSDB,5.29
PIMUSDI,1866.33
PIMUSDT2,49.59
PIMUSDU,5.86
PIMUSDU2,49.45
PIMUSM,11.33
PIMUSMB,9.8
PIMUSMI,13.31
PIMUSMT,53.25
PIMUSMU,10.18
PIMUSMU2,52.99
PIMUSMUB,8.8
PIMUSMUI,11.95
PIMUSMUT,47.84
PIMUSMUU2,47.61
PIMUSYA2,11.98
PIMUSYAIASD,44.49
PIMUSYAIBSD,43.23
PIMUSYAITSD,46.08
PIMUSYAIUSD,44.96
PIMUSYAXD,55.62
PIMUSYB2,10.11
PIMUSYBXD,49.22
PIMUSYI2,13.97
PIMUSYT2,48.51
PIMUSYTXD,45.37
PIMUSYU2,48.4
PIMUSYUA2,10.76
PIMUSYUI2,12.55
PIMUSYUXD,45.17
PIMUSYZIASD,883.21
PIMUSYZIBSD,865
PIMUSYZITSD,899.84
PIMUSYZIUSD,896.15
RBS001,11.35
RBS002,10.06
RBS003,15.09
RBS004,10.83
RBS005,12.01
RBS006,12.34
RBS007,10.64
RBS008,10.83
SCLF,2.268
SCLU,1.687
SIFS,1.205
SIFU,0.896
SJPF,0.939
SJPU,0.698
SKANA04,20.1023
SKANA05,1.9204
SKANA108,10.2508
SKANA109,12.3597
SKANA111,8.5788
SKANA119,8.4093
SKANA120,6.7495
SKANA121,10.4714
SKANA13,0.7742
SKANA142,11.4207
SKANA143,10.4204
SKANA15,23.6599
SKANA154,10.2267
SKANA155,11.0207
SKANA16,21.6399
SKANA171,8.6999
SKANA19,1.213
SKANA22,15.8811
SKANA35,21.7213
SKANA39,17.1916
SKANA40,14.9542
SKANA43,19.4579
SKANA50,11.297
SKANA62,9.2074
SKANA73,15.1352
SKANA74,10.463
SKANB04,16.0663
SKANB05,13.8638
SKANB13,13.7807
SKANB15,18.1802
SKANB16,16.6809
SKANB19,17.8236
SKANB24,8.563
SKANB25,10.4296
SKANB27,8.592
SKANB35,17.789
SKANB62,9.8454
SKANB64,6.8771
SKANB66,9.4102
SKANB67,8.2145
SKANB68,10.3217
SKANC04,16.2742
SKANC05,14.1433
SKANC13,13.5126
SKANC15,18.9193
SKANC16,17.287
SKANC19,17.3811
SKANC35,17.7868
SKANC50,10.111
SKANC52,8.1657
SKANC62,10.2793
SKANC64,9.9957
SKANC65,5.7195
SKANC69,8.1103
SKANC73,10.4641
SKANI04,10
